First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 3, Corrosion current -10mV/microAmpere. 
3.026,2.691,2024-07-29 18:31:14
3.120,2.762,2024-07-29 18:31:15
3.135,2.761,2024-07-29 18:31:15
3.031,2.695,2024-07-29 18:31:16
3.135,2.751,2024-07-29 18:31:16
3.605,2.832,2024-07-29 18:31:17
3.558,2.833,2024-07-29 18:31:17
3.524,2.839,2024-07-29 18:31:18
3.497,2.848,2024-07-29 18:31:18
3.810,2.881,2024-07-29 18:31:19
3.833,2.883,2024-07-29 18:31:20
3.870,2.882,2024-07-29 18:31:20
3.889,2.880,2024-07-29 18:31:21
3.473,2.927,2024-07-29 18:42:41
3.472,2.938,2024-07-29 18:42:41
3.468,2.946,2024-07-29 18:42:42
3.461,2.951,2024-07-29 18:42:42
3.860,2.847,2024-07-29 18:42:43
3.864,2.844,2024-07-29 18:42:43
3.869,2.843,2024-07-29 18:42:44
3.440,2.968,2024-07-29 18:42:44
3.435,2.970,2024-07-29 18:42:45
3.432,2.972,2024-07-29 18:42:45
3.428,2.974,2024-07-29 18:42:46
3.430,2.974,2024-07-29 18:42:46
3.881,2.837,2024-07-29 18:42:47
3.885,2.833,2024-07-29 18:42:47
3.883,2.836,2024-07-29 18:42:48
3.427,2.976,2024-07-29 18:42:48
3.428,2.974,2024-07-29 18:42:49
3.428,2.974,2024-07-29 18:42:49
3.431,2.974,2024-07-29 18:42:50
3.084,2.717,2024-07-29 18:54:10
3.057,2.700,2024-07-29 18:54:11
3.031,2.690,2024-07-29 18:54:12
3.731,2.869,2024-07-29 18:54:12
3.481,2.845,2024-07-29 18:54:13
3.445,2.886,2024-07-29 18:54:13
3.476,2.934,2024-07-29 18:54:14
3.451,2.958,2024-07-29 18:54:14
3.872,2.832,2024-07-29 18:54:15
3.849,2.783,2024-07-29 18:54:15
3.800,2.751,2024-07-29 18:54:16
3.102,2.766,2024-07-29 18:54:16
3.114,2.749,2024-07-29 18:54:17
3.170,2.790,2024-07-29 18:54:17
3.187,2.777,2024-07-29 18:54:18
3.604,2.576,2024-07-29 18:54:18
3.596,2.824,2024-07-29 18:54:19
3.525,2.828,2024-07-29 18:54:19
3.481,2.846,2024-07-29 18:54:20
3.232,2.851,2024-07-29 19:05:40
3.252,2.868,2024-07-29 19:05:40
3.206,2.841,2024-07-29 19:05:41
3.830,2.774,2024-07-29 19:05:41
3.827,2.771,2024-07-29 19:05:42
3.817,2.760,2024-07-29 19:05:42
3.743,2.710,2024-07-29 19:05:43
3.692,2.638,2024-07-29 19:05:43
3.242,2.833,2024-07-29 19:05:44
3.262,2.870,2024-07-29 19:05:44
3.086,2.755,2024-07-29 19:05:45
3.317,2.900,2024-07-29 19:05:45
3.759,2.712,2024-07-29 19:05:46
3.746,2.705,2024-07-29 19:05:46
3.787,2.743,2024-07-29 19:05:47
3.786,2.740,2024-07-29 19:05:47
3.116,2.779,2024-07-29 19:05:48
3.048,2.713,2024-07-29 19:05:48
3.076,2.745,2024-07-29 19:05:49
3.405,2.958,2024-07-29 19:17:09
3.375,2.954,2024-07-29 19:17:10
3.283,2.892,2024-07-29 19:17:10
3.362,2.932,2024-07-29 19:17:11
3.748,2.701,2024-07-29 19:17:11
3.737,2.682,2024-07-29 19:17:12
3.722,2.663,2024-07-29 19:17:12
3.727,2.676,2024-07-29 19:17:13
3.103,2.743,2024-07-29 19:17:13
2.986,2.678,2024-07-29 19:17:14
2.991,2.674,2024-07-29 19:17:14
3.192,2.790,2024-07-29 19:17:15
3.649,2.619,2024-07-29 19:17:15
3.613,2.590,2024-07-29 19:17:16
3.679,2.651,2024-07-29 19:17:16
3.028,2.684,2024-07-29 19:17:17
2.988,2.676,2024-07-29 19:17:17
3.120,2.740,2024-07-29 19:17:18
3.582,2.820,2024-07-29 19:17:18
3.463,2.932,2024-07-29 19:28:39
3.450,2.949,2024-07-29 19:28:39
3.437,2.957,2024-07-29 19:28:40
3.867,2.826,2024-07-29 19:28:40
3.855,2.799,2024-07-29 19:28:41
3.824,2.763,2024-07-29 19:28:41
3.295,2.896,2024-07-29 19:28:42
3.287,2.892,2024-07-29 19:28:42
3.274,2.866,2024-07-29 19:28:43
3.246,2.848,2024-07-29 19:28:43
3.761,2.696,2024-07-29 19:28:44
3.692,2.665,2024-07-29 19:28:44
3.706,2.659,2024-07-29 19:28:45
3.026,2.703,2024-07-29 19:28:45
2.985,2.654,2024-07-29 19:28:46
3.049,2.706,2024-07-29 19:28:46
3.149,2.768,2024-07-29 19:28:47
3.727,2.675,2024-07-29 19:28:47
3.680,2.657,2024-07-29 19:28:48
3.031,2.671,2024-07-29 19:40:08
2.989,2.642,2024-07-29 19:40:09
2.983,2.650,2024-07-29 19:40:09
3.614,2.574,2024-07-29 19:40:10
3.645,2.612,2024-07-29 19:40:10
3.621,2.590,2024-07-29 19:40:11
3.079,2.722,2024-07-29 19:40:11
3.214,2.810,2024-07-29 19:40:12
3.188,2.802,2024-07-29 19:40:13
3.694,2.643,2024-07-29 19:40:13
3.702,2.674,2024-07-29 19:40:14
3.774,2.713,2024-07-29 19:40:14
3.249,2.862,2024-07-29 19:40:15
3.225,2.820,2024-07-29 19:40:15
3.200,2.830,2024-07-29 19:40:16
3.263,2.866,2024-07-29 19:40:16
3.827,2.765,2024-07-29 19:40:17
3.835,2.768,2024-07-29 19:40:17
3.847,2.779,2024-07-29 19:40:18
3.863,2.798,2024-07-29 19:51:38
3.829,2.764,2024-07-29 19:51:38
3.786,2.723,2024-07-29 19:51:39
3.062,2.740,2024-07-29 19:51:39
2.994,2.661,2024-07-29 19:51:40
3.130,2.754,2024-07-29 19:51:40
2.999,2.669,2024-07-29 19:51:41
3.595,2.586,2024-07-29 19:51:41
3.538,2.824,2024-07-29 19:51:42
3.478,2.844,2024-07-29 19:51:42
3.873,2.863,2024-07-29 19:51:43
3.848,2.841,2024-07-29 19:51:43
3.863,2.830,2024-07-29 19:51:44
3.328,2.921,2024-07-29 19:51:44
3.199,2.825,2024-07-29 19:51:45
3.194,2.802,2024-07-29 19:51:45
3.623,2.597,2024-07-29 19:51:46
3.672,2.621,2024-07-29 19:51:46
3.598,2.578,2024-07-29 19:51:47
3.403,2.955,2024-07-29 20:03:07
3.421,2.963,2024-07-29 20:03:08
3.426,2.962,2024-07-29 20:03:08
3.430,2.962,2024-07-29 20:03:09
3.866,2.827,2024-07-29 20:03:09
3.866,2.828,2024-07-29 20:03:10
3.865,2.828,2024-07-29 20:03:10
3.865,2.829,2024-07-29 20:03:11
3.867,2.828,2024-07-29 20:03:11
3.428,2.966,2024-07-29 20:03:12
3.424,2.967,2024-07-29 20:03:12
3.416,2.968,2024-07-29 20:03:13
3.870,2.819,2024-07-29 20:03:13
3.848,2.782,2024-07-29 20:03:14
3.832,2.767,2024-07-29 20:03:14
3.843,2.784,2024-07-29 20:03:15
3.205,2.843,2024-07-29 20:03:15
3.179,2.811,2024-07-29 20:03:16
3.129,2.776,2024-07-29 20:03:16
3.460,2.848,2024-07-29 20:14:36
3.463,2.852,2024-07-29 20:14:37
3.465,2.852,2024-07-29 20:14:37
3.469,2.849,2024-07-29 20:14:38
3.472,2.846,2024-07-29 20:14:38
3.476,2.843,2024-07-29 20:14:39
3.480,2.842,2024-07-29 20:14:39
3.785,2.861,2024-07-29 20:14:40
3.783,2.861,2024-07-29 20:14:40
3.775,2.861,2024-07-29 20:14:41
3.769,2.860,2024-07-29 20:14:41
3.763,2.860,2024-07-29 20:14:42
3.760,2.861,2024-07-29 20:14:42
3.505,2.831,2024-07-29 20:14:43
3.505,2.830,2024-07-29 20:14:43
3.504,2.832,2024-07-29 20:14:44
3.760,2.860,2024-07-29 20:14:44
3.769,2.861,2024-07-29 20:14:45
3.776,2.860,2024-07-29 20:14:45
3.708,2.660,2024-07-29 20:26:05
3.741,2.696,2024-07-29 20:26:06
3.770,2.701,2024-07-29 20:26:06
3.836,2.769,2024-07-29 20:26:07
3.846,2.774,2024-07-29 20:26:07
3.893,2.827,2024-07-29 20:26:08
3.894,2.833,2024-07-29 20:26:08
3.887,2.840,2024-07-29 20:26:09
3.883,2.845,2024-07-29 20:26:09
3.434,2.934,2024-07-29 20:26:10
3.447,2.925,2024-07-29 20:26:10
3.452,2.910,2024-07-29 20:26:11
3.410,2.882,2024-07-29 20:26:11
3.427,2.871,2024-07-29 20:26:12
3.836,2.874,2024-07-29 20:26:12
3.815,2.871,2024-07-29 20:26:13
3.801,2.869,2024-07-29 20:26:13
3.486,2.831,2024-07-29 20:26:14
3.498,2.825,2024-07-29 20:26:14
3.847,2.787,2024-07-29 20:37:35
3.859,2.799,2024-07-29 20:37:35
3.873,2.825,2024-07-29 20:37:36
3.868,2.828,2024-07-29 20:37:36
3.867,2.829,2024-07-29 20:37:37
3.867,2.831,2024-07-29 20:37:37
3.867,2.833,2024-07-29 20:37:38
3.865,2.833,2024-07-29 20:37:38
3.862,2.836,2024-07-29 20:37:39
3.859,2.838,2024-07-29 20:37:39
3.857,2.840,2024-07-29 20:37:40
3.854,2.842,2024-07-29 20:37:40
3.463,2.945,2024-07-29 20:37:41
3.466,2.942,2024-07-29 20:37:41
3.468,2.939,2024-07-29 20:37:42
3.472,2.936,2024-07-29 20:37:42
3.474,2.933,2024-07-29 20:37:43
3.475,2.929,2024-07-29 20:37:43
3.838,2.853,2024-07-29 20:37:44
3.489,2.834,2024-07-29 20:49:04
3.525,2.826,2024-07-29 20:49:04
3.567,2.823,2024-07-29 20:49:05
3.588,2.576,2024-07-29 20:49:05
3.057,2.694,2024-07-29 20:49:06
3.091,2.710,2024-07-29 20:49:06
3.081,2.710,2024-07-29 20:49:07
3.130,2.750,2024-07-29 20:49:07
3.579,2.562,2024-07-29 20:49:08
3.722,2.679,2024-07-29 20:49:08
3.783,2.747,2024-07-29 20:49:09
3.779,2.746,2024-07-29 20:49:09
3.338,2.916,2024-07-29 20:49:10
3.267,2.881,2024-07-29 20:49:10
3.352,2.931,2024-07-29 20:49:11
3.874,2.825,2024-07-29 20:49:11
3.867,2.833,2024-07-29 20:49:12
3.449,2.956,2024-07-29 20:49:12
3.463,2.943,2024-07-29 20:49:13
3.096,2.725,2024-07-29 21:00:33
3.062,2.713,2024-07-29 21:00:33
3.070,2.709,2024-07-29 21:00:34
2.987,2.652,2024-07-29 21:00:34
2.985,2.658,2024-07-29 21:00:35
3.620,2.587,2024-07-29 21:00:35
3.611,2.582,2024-07-29 21:00:36
3.615,2.579,2024-07-29 21:00:37
3.020,2.678,2024-07-29 21:00:37
2.996,2.665,2024-07-29 21:00:38
3.043,2.687,2024-07-29 21:00:38
3.014,2.674,2024-07-29 21:00:39
3.662,2.634,2024-07-29 21:00:39
3.691,2.657,2024-07-29 21:00:40
3.669,2.637,2024-07-29 21:00:40
3.812,2.759,2024-07-29 21:00:41
3.278,2.886,2024-07-29 21:00:41
3.238,2.854,2024-07-29 21:00:42
3.292,2.896,2024-07-29 21:00:42
3.168,2.791,2024-07-29 21:12:02
3.191,2.792,2024-07-29 21:12:03
3.083,2.713,2024-07-29 21:12:03
3.629,2.583,2024-07-29 21:12:04
3.660,2.620,2024-07-29 21:12:04
3.665,2.645,2024-07-29 21:12:05
2.990,2.654,2024-07-29 21:12:05
3.068,2.697,2024-07-29 21:12:06
3.023,2.688,2024-07-29 21:12:06
3.680,2.640,2024-07-29 21:12:07
3.593,2.577,2024-07-29 21:12:07
3.606,2.588,2024-07-29 21:12:08
3.611,2.830,2024-07-29 21:12:08
3.573,2.830,2024-07-29 21:12:09
3.549,2.830,2024-07-29 21:12:09
3.529,2.833,2024-07-29 21:12:10
3.763,2.867,2024-07-29 21:12:10
3.788,2.868,2024-07-29 21:12:11
3.801,2.869,2024-07-29 21:12:11
3.836,2.849,2024-07-29 21:23:32
3.841,2.849,2024-07-29 21:23:32
3.466,2.946,2024-07-29 21:23:33
3.458,2.953,2024-07-29 21:23:33
3.451,2.960,2024-07-29 21:23:34
3.866,2.838,2024-07-29 21:23:34
3.868,2.836,2024-07-29 21:23:35
3.869,2.834,2024-07-29 21:23:35
3.431,2.973,2024-07-29 21:23:36
3.422,2.975,2024-07-29 21:23:36
3.429,2.973,2024-07-29 21:23:37
3.426,2.975,2024-07-29 21:23:37
3.421,2.976,2024-07-29 21:23:38
3.865,2.804,2024-07-29 21:23:38
3.874,2.833,2024-07-29 21:23:39
3.877,2.831,2024-07-29 21:23:39
3.432,2.973,2024-07-29 21:23:40
3.435,2.973,2024-07-29 21:23:40
3.436,2.971,2024-07-29 21:23:41
3.677,2.617,2024-07-29 21:35:01
3.585,2.571,2024-07-29 21:35:02
3.718,2.677,2024-07-29 21:35:02
3.653,2.617,2024-07-29 21:35:03
3.751,2.718,2024-07-29 21:35:03
3.029,2.688,2024-07-29 21:35:04
3.027,2.681,2024-07-29 21:35:04
3.665,2.632,2024-07-29 21:35:05
3.738,2.693,2024-07-29 21:35:05
3.738,2.708,2024-07-29 21:35:06
3.711,2.660,2024-07-29 21:35:06
3.177,2.824,2024-07-29 21:35:07
3.313,2.895,2024-07-29 21:35:07
3.232,2.858,2024-07-29 21:35:08
3.804,2.741,2024-07-29 21:35:08
3.819,2.760,2024-07-29 21:35:09
3.840,2.777,2024-07-29 21:35:09
3.293,2.899,2024-07-29 21:35:10
3.362,2.933,2024-07-29 21:35:10
3.737,2.871,2024-07-29 21:46:30
3.710,2.877,2024-07-29 21:46:31
3.698,2.820,2024-07-29 21:46:31
3.613,2.604,2024-07-29 21:46:32
3.624,2.605,2024-07-29 21:46:32
3.099,2.732,2024-07-29 21:46:33
3.160,2.755,2024-07-29 21:46:33
3.114,2.737,2024-07-29 21:46:34
3.661,2.626,2024-07-29 21:46:34
3.613,2.585,2024-07-29 21:46:35
3.670,2.637,2024-07-29 21:46:35
3.118,2.771,2024-07-29 21:46:36
3.230,2.845,2024-07-29 21:46:36
3.180,2.829,2024-07-29 21:46:37
3.307,2.907,2024-07-29 21:46:37
3.839,2.782,2024-07-29 21:46:38
3.848,2.785,2024-07-29 21:46:38
3.872,2.818,2024-07-29 21:46:39
3.888,2.837,2024-07-29 21:46:39
3.758,2.697,2024-07-29 21:58:00
3.778,2.729,2024-07-29 21:58:00
3.688,2.647,2024-07-29 21:58:01
3.594,2.579,2024-07-29 21:58:01
3.642,2.618,2024-07-29 21:58:02
3.607,2.594,2024-07-29 21:58:02
2.990,2.662,2024-07-29 21:58:03
3.108,2.730,2024-07-29 21:58:03
3.708,2.874,2024-07-29 21:58:04
3.765,2.872,2024-07-29 21:58:04
3.483,2.856,2024-07-29 21:58:05
3.454,2.892,2024-07-29 21:58:05
3.483,2.929,2024-07-29 21:58:06
3.853,2.854,2024-07-29 21:58:06
3.866,2.845,2024-07-29 21:58:07
3.874,2.839,2024-07-29 21:58:07
3.378,2.956,2024-07-29 21:58:08
3.301,2.909,2024-07-29 21:58:08
3.352,2.926,2024-07-29 21:58:09
3.810,2.746,2024-07-29 22:09:29
3.802,2.762,2024-07-29 22:09:30
3.826,2.783,2024-07-29 22:09:30
3.784,2.732,2024-07-29 22:09:31
3.746,2.691,2024-07-29 22:09:31
3.083,2.729,2024-07-29 22:09:32
3.116,2.745,2024-07-29 22:09:32
3.000,2.665,2024-07-29 22:09:33
3.638,2.604,2024-07-29 22:09:33
3.651,2.621,2024-07-29 22:09:34
3.601,2.580,2024-07-29 22:09:34
3.687,2.653,2024-07-29 22:09:35
3.046,2.698,2024-07-29 22:09:35
3.145,2.757,2024-07-29 22:09:36
3.205,2.811,2024-07-29 22:09:36
3.635,2.622,2024-07-29 22:09:37
3.633,2.624,2024-07-29 22:09:37
3.627,2.605,2024-07-29 22:09:38
3.725,2.688,2024-07-29 22:09:38
3.147,2.747,2024-07-29 22:20:58
2.996,2.659,2024-07-29 22:20:59
3.061,2.708,2024-07-29 22:20:59
3.092,2.721,2024-07-29 22:21:00
3.588,2.835,2024-07-29 22:21:00
3.544,2.837,2024-07-29 22:21:01
3.506,2.846,2024-07-29 22:21:01
3.810,2.875,2024-07-29 22:21:02
3.857,2.875,2024-07-29 22:21:02
3.870,2.871,2024-07-29 22:21:03
3.849,2.859,2024-07-29 22:21:03
3.462,2.961,2024-07-29 22:21:04
3.451,2.972,2024-07-29 22:21:04
3.440,2.978,2024-07-29 22:21:05
3.868,2.821,2024-07-29 22:21:05
3.830,2.774,2024-07-29 22:21:06
3.749,2.736,2024-07-29 22:21:06
3.758,2.702,2024-07-29 22:21:07
3.057,2.710,2024-07-29 22:21:07
3.755,2.723,2024-07-29 22:32:28
3.793,2.747,2024-07-29 22:32:28
3.348,2.931,2024-07-29 22:32:29
3.413,2.975,2024-07-29 22:32:29
3.442,2.974,2024-07-29 22:32:30
3.866,2.848,2024-07-29 22:32:30
3.854,2.855,2024-07-29 22:32:31
3.846,2.862,2024-07-29 22:32:31
3.884,2.876,2024-07-29 22:32:32
3.855,2.877,2024-07-29 22:32:32
3.483,2.861,2024-07-29 22:32:33
3.496,2.853,2024-07-29 22:32:33
3.516,2.844,2024-07-29 22:32:34
3.732,2.874,2024-07-29 22:32:34
3.708,2.876,2024-07-29 22:32:35
3.684,2.882,2024-07-29 22:32:35
3.484,2.991,2024-07-29 22:32:36
3.702,2.655,2024-07-29 22:32:36
3.582,2.565,2024-07-29 22:32:37
3.675,2.648,2024-07-29 22:43:57
3.762,2.719,2024-07-29 22:43:58
3.811,2.772,2024-07-29 22:43:58
3.160,2.809,2024-07-29 22:43:59
3.335,2.911,2024-07-29 22:43:59
3.307,2.909,2024-07-29 22:44:00
3.393,2.961,2024-07-29 22:44:00
3.885,2.836,2024-07-29 22:44:01
3.878,2.840,2024-07-29 22:44:01
3.871,2.844,2024-07-29 22:44:02
3.450,2.971,2024-07-29 22:44:02
3.459,2.964,2024-07-29 22:44:03
3.470,2.956,2024-07-29 22:44:03
3.851,2.861,2024-07-29 22:44:04
3.847,2.864,2024-07-29 22:44:04
3.890,2.876,2024-07-29 22:44:05
3.868,2.878,2024-07-29 22:44:05
3.470,2.877,2024-07-29 22:44:06
3.487,2.861,2024-07-29 22:44:06
3.790,2.877,2024-07-29 22:44:07
3.144,2.761,2024-07-29 22:55:27
3.146,2.763,2024-07-29 22:55:28
3.055,2.701,2024-07-29 22:55:28
3.044,2.684,2024-07-29 22:55:29
3.642,2.620,2024-07-29 22:55:29
3.671,2.646,2024-07-29 22:55:30
3.685,2.839,2024-07-29 22:55:30
3.683,2.884,2024-07-29 22:55:31
3.703,2.879,2024-07-29 22:55:31
3.720,2.877,2024-07-29 22:55:32
3.539,2.842,2024-07-29 22:55:32
3.518,2.847,2024-07-29 22:55:33
3.502,2.853,2024-07-29 22:55:33
3.491,2.860,2024-07-29 22:55:34
3.826,2.879,2024-07-29 22:55:34
3.858,2.878,2024-07-29 22:55:35
3.446,2.908,2024-07-29 22:55:35
3.487,2.935,2024-07-29 22:55:36
3.480,2.949,2024-07-29 22:55:36
3.666,2.664,2024-07-29 23:06:57
3.687,2.658,2024-07-29 23:06:57
3.680,2.657,2024-07-29 23:06:58
3.692,2.655,2024-07-29 23:06:58
3.044,2.698,2024-07-29 23:06:59
3.035,2.695,2024-07-29 23:06:59
3.011,2.671,2024-07-29 23:07:00
3.593,2.570,2024-07-29 23:07:00
3.672,2.633,2024-07-29 23:07:01
3.652,2.626,2024-07-29 23:07:01
3.151,2.774,2024-07-29 23:07:02
3.071,2.729,2024-07-29 23:07:02
3.134,2.756,2024-07-29 23:07:03
3.140,2.762,2024-07-29 23:07:03
3.617,2.600,2024-07-29 23:07:04
3.703,2.673,2024-07-29 23:07:04
3.614,2.597,2024-07-29 23:07:05
3.127,2.754,2024-07-29 23:07:05
3.085,2.729,2024-07-29 23:07:06
3.820,2.871,2024-07-29 23:18:27
3.828,2.874,2024-07-29 23:18:27
3.840,2.874,2024-07-29 23:18:28
3.460,2.888,2024-07-29 23:18:28
3.458,2.891,2024-07-29 23:18:29
3.457,2.893,2024-07-29 23:18:29
3.860,2.876,2024-07-29 23:18:30
3.861,2.875,2024-07-29 23:18:30
3.862,2.877,2024-07-29 23:18:31
3.861,2.877,2024-07-29 23:18:31
3.457,2.893,2024-07-29 23:18:32
3.457,2.891,2024-07-29 23:18:32
3.459,2.891,2024-07-29 23:18:33
3.460,2.888,2024-07-29 23:18:33
3.836,2.876,2024-07-29 23:18:34
3.828,2.878,2024-07-29 23:18:34
3.818,2.877,2024-07-29 23:18:35
3.489,2.861,2024-07-29 23:18:35
3.495,2.856,2024-07-29 23:18:36
3.452,2.841,2024-07-29 23:29:56
3.472,2.842,2024-07-29 23:29:57
3.481,2.835,2024-07-29 23:29:57
3.502,2.833,2024-07-29 23:29:58
3.524,2.829,2024-07-29 23:29:58
3.726,2.886,2024-07-29 23:29:59
3.696,2.892,2024-07-29 23:29:59
3.120,2.740,2024-07-29 23:30:00
3.112,2.737,2024-07-29 23:30:00
3.671,2.628,2024-07-29 23:30:01
3.618,2.588,2024-07-29 23:30:01
3.595,2.598,2024-07-29 23:30:02
3.073,2.713,2024-07-29 23:30:02
3.120,2.744,2024-07-29 23:30:03
2.992,2.662,2024-07-29 23:30:03
3.062,2.718,2024-07-29 23:30:04
3.740,2.693,2024-07-29 23:30:04
3.813,2.770,2024-07-29 23:30:05
3.802,2.759,2024-07-29 23:30:05
3.836,2.773,2024-07-29 23:30:06
3.071,2.706,2024-07-29 23:41:26
2.944,2.636,2024-07-29 23:41:26
3.043,2.691,2024-07-29 23:41:27
3.674,2.639,2024-07-29 23:41:27
3.673,2.644,2024-07-29 23:41:28
3.684,2.652,2024-07-29 23:41:28
3.676,2.640,2024-07-29 23:41:29
3.693,2.662,2024-07-29 23:41:29
3.096,2.733,2024-07-29 23:41:30
3.096,2.738,2024-07-29 23:41:30
3.045,2.697,2024-07-29 23:41:31
3.662,2.633,2024-07-29 23:41:31
3.630,2.602,2024-07-29 23:41:32
3.641,2.608,2024-07-29 23:41:32
3.017,2.692,2024-07-29 23:41:33
3.013,2.682,2024-07-29 23:41:34
2.987,2.663,2024-07-29 23:41:34
3.661,2.635,2024-07-29 23:41:35
3.634,2.609,2024-07-29 23:41:35
3.449,2.962,2024-07-29 23:52:55
3.474,2.949,2024-07-29 23:52:56
3.472,2.925,2024-07-29 23:52:56
3.461,2.888,2024-07-29 23:52:57
3.797,2.875,2024-07-29 23:52:57
3.739,2.874,2024-07-29 23:52:58
3.680,2.884,2024-07-29 23:52:58
2.977,2.664,2024-07-29 23:52:59
3.600,2.598,2024-07-29 23:52:59
3.660,2.627,2024-07-29 23:53:00
3.618,2.589,2024-07-29 23:53:00
3.716,2.686,2024-07-29 23:53:01
3.742,2.703,2024-07-29 23:53:01
3.220,2.850,2024-07-29 23:53:02
3.360,2.938,2024-07-29 23:53:02
3.436,2.979,2024-07-29 23:53:03
3.867,2.848,2024-07-29 23:53:03
3.856,2.858,2024-07-29 23:53:04
3.844,2.866,2024-07-29 23:53:04
3.726,2.685,2024-07-30 00:04:25
3.698,2.659,2024-07-30 00:04:25
3.681,2.646,2024-07-30 00:04:26
3.652,2.621,2024-07-30 00:04:26
3.637,2.612,2024-07-30 00:04:27
3.648,2.623,2024-07-30 00:04:27
3.687,2.881,2024-07-30 00:04:28
3.740,2.873,2024-07-30 00:04:28
3.793,2.876,2024-07-30 00:04:29
3.832,2.879,2024-07-30 00:04:29
3.885,2.877,2024-07-30 00:04:30
3.850,2.862,2024-07-30 00:04:30
3.862,2.854,2024-07-30 00:04:31
