First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 2, Potential measurament V. 
-10.000,4.458,2024-07-29 18:07:18
-10.000,4.452,2024-07-29 18:07:18
-8.956,4.393,2024-07-29 18:07:19
5.703,4.250,2024-07-29 18:07:19
-3.271,4.097,2024-07-29 18:07:20
-5.491,4.199,2024-07-29 18:07:20
-8.163,4.454,2024-07-29 18:07:21
-9.906,4.454,2024-07-29 18:07:21
9.433,4.452,2024-07-29 18:07:22
9.445,4.451,2024-07-29 18:07:22
9.300,4.451,2024-07-29 18:07:23
-9.649,4.437,2024-07-29 18:07:23
-8.772,4.455,2024-07-29 18:07:24
-9.220,4.454,2024-07-29 18:18:44
-9.053,4.454,2024-07-29 18:18:45
7.292,4.454,2024-07-29 18:18:45
7.227,4.454,2024-07-29 18:18:46
7.091,4.454,2024-07-29 18:18:46
7.019,4.454,2024-07-29 18:18:47
6.936,4.454,2024-07-29 18:18:47
-8.482,4.454,2024-07-29 18:18:48
-8.475,4.454,2024-07-29 18:18:48
-8.431,4.454,2024-07-29 18:18:49
6.764,4.454,2024-07-29 18:18:49
6.775,4.454,2024-07-29 18:18:50
6.721,4.454,2024-07-29 18:18:50
6.730,4.454,2024-07-29 18:18:51
6.647,4.454,2024-07-29 18:18:51
-8.147,4.454,2024-07-29 18:18:52
-8.138,4.454,2024-07-29 18:18:52
-7.933,4.454,2024-07-29 18:18:53
6.193,4.454,2024-07-29 18:18:53
-10.000,4.455,2024-07-29 18:30:13
-9.926,4.455,2024-07-29 18:30:14
-9.421,4.455,2024-07-29 18:30:14
-9.030,4.454,2024-07-29 18:30:15
-8.552,4.454,2024-07-29 18:30:15
6.613,4.454,2024-07-29 18:30:16
6.288,4.454,2024-07-29 18:30:17
6.004,4.455,2024-07-29 18:30:17
-7.346,4.452,2024-07-29 18:30:18
-7.184,4.234,2024-07-29 18:30:18
-6.784,4.230,2024-07-29 18:30:19
4.709,4.268,2024-07-29 18:30:19
4.648,4.358,2024-07-29 18:30:20
4.513,4.328,2024-07-29 18:30:20
4.499,4.359,2024-07-29 18:30:21
4.513,4.277,2024-07-29 18:30:21
-6.467,4.094,2024-07-29 18:30:22
-6.620,4.097,2024-07-29 18:30:22
-6.727,4.118,2024-07-29 18:30:23
-3.422,4.243,2024-07-29 18:41:43
-3.482,4.274,2024-07-29 18:41:43
-3.547,4.219,2024-07-29 18:41:44
-3.582,4.098,2024-07-29 18:41:44
2.289,4.354,2024-07-29 18:41:45
2.296,4.421,2024-07-29 18:41:45
2.413,4.413,2024-07-29 18:41:46
2.468,4.255,2024-07-29 18:41:46
2.518,4.391,2024-07-29 18:41:47
2.636,4.231,2024-07-29 18:41:47
-4.078,4.224,2024-07-29 18:41:48
-4.143,4.068,2024-07-29 18:41:48
-4.251,4.291,2024-07-29 18:41:49
-4.296,4.321,2024-07-29 18:41:49
2.932,4.392,2024-07-29 18:41:50
3.015,4.404,2024-07-29 18:41:50
3.187,4.404,2024-07-29 18:41:51
-4.812,4.076,2024-07-29 18:41:51
-5.013,4.031,2024-07-29 18:41:52
-8.288,4.286,2024-07-29 18:53:12
-7.922,4.330,2024-07-29 18:53:13
-7.568,4.352,2024-07-29 18:53:13
5.452,4.086,2024-07-29 18:53:14
-1.638,4.115,2024-07-29 18:53:14
-2.407,4.193,2024-07-29 18:53:15
-3.148,4.140,2024-07-29 18:53:15
2.601,4.407,2024-07-29 18:53:16
3.304,4.342,2024-07-29 18:53:16
3.787,4.239,2024-07-29 18:53:17
-6.617,4.211,2024-07-29 18:53:17
-7.481,4.452,2024-07-29 18:53:18
-7.983,4.454,2024-07-29 18:53:18
7.140,4.453,2024-07-29 18:53:19
7.826,4.454,2024-07-29 18:53:19
8.374,4.453,2024-07-29 18:53:20
8.836,4.453,2024-07-29 18:53:20
-10.000,4.455,2024-07-29 18:53:21
-10.000,4.456,2024-07-29 18:53:21
-1.455,4.104,2024-07-29 19:04:42
-2.976,4.293,2024-07-29 19:04:42
2.935,4.264,2024-07-29 19:04:43
3.803,4.382,2024-07-29 19:04:43
-6.961,4.300,2024-07-29 19:04:44
-7.871,4.454,2024-07-29 19:04:44
-8.715,4.455,2024-07-29 19:04:45
7.964,4.453,2024-07-29 19:04:45
8.607,4.453,2024-07-29 19:04:46
9.124,4.452,2024-07-29 19:04:46
9.185,4.452,2024-07-29 19:04:47
-10.000,4.456,2024-07-29 19:04:47
-10.000,4.456,2024-07-29 19:04:48
-10.000,4.457,2024-07-29 19:04:48
9.350,4.450,2024-07-29 19:04:49
9.089,4.448,2024-07-29 19:04:49
8.884,4.444,2024-07-29 19:04:50
-9.850,4.442,2024-07-29 19:04:50
-9.564,4.452,2024-07-29 19:04:51
-10.000,4.456,2024-07-29 19:16:11
-10.000,4.446,2024-07-29 19:16:12
-9.405,4.449,2024-07-29 19:16:12
-9.093,4.341,2024-07-29 19:16:13
6.845,4.436,2024-07-29 19:16:13
6.238,4.324,2024-07-29 19:16:14
5.601,4.214,2024-07-29 19:16:14
-0.108,4.202,2024-07-29 19:16:15
1.095,4.384,2024-07-29 19:16:15
2.084,4.297,2024-07-29 19:16:16
-4.559,4.292,2024-07-29 19:16:16
-5.163,4.115,2024-07-29 19:16:17
-6.546,4.255,2024-07-29 19:16:17
5.389,4.456,2024-07-29 19:16:18
6.349,4.455,2024-07-29 19:16:18
7.039,4.454,2024-07-29 19:16:19
7.751,4.453,2024-07-29 19:16:19
-9.898,4.455,2024-07-29 19:16:20
-10.000,4.455,2024-07-29 19:16:20
-8.508,4.453,2024-07-29 19:27:41
-9.225,4.454,2024-07-29 19:27:41
-9.773,4.455,2024-07-29 19:27:42
8.660,4.453,2024-07-29 19:27:42
8.903,4.452,2024-07-29 19:27:43
9.402,4.452,2024-07-29 19:27:43
-10.000,4.456,2024-07-29 19:27:44
-10.000,4.456,2024-07-29 19:27:44
-10.000,4.456,2024-07-29 19:27:45
9.438,4.451,2024-07-29 19:27:45
9.480,4.451,2024-07-29 19:27:46
9.176,4.449,2024-07-29 19:27:46
8.929,4.448,2024-07-29 19:27:47
-10.000,4.442,2024-07-29 19:27:47
-9.736,4.425,2024-07-29 19:27:48
-9.495,4.445,2024-07-29 19:27:48
-9.178,4.362,2024-07-29 19:27:49
-8.878,4.457,2024-07-29 19:27:49
7.099,4.214,2024-07-29 19:27:50
-8.824,4.454,2024-07-29 19:39:10
-8.688,4.454,2024-07-29 19:39:11
-8.616,4.454,2024-07-29 19:39:11
6.913,4.454,2024-07-29 19:39:12
6.803,4.453,2024-07-29 19:39:12
6.733,4.454,2024-07-29 19:39:13
6.636,4.454,2024-07-29 19:39:13
-8.174,4.454,2024-07-29 19:39:14
-8.155,4.454,2024-07-29 19:39:14
-8.073,4.454,2024-07-29 19:39:15
-8.076,4.454,2024-07-29 19:39:15
-8.051,4.454,2024-07-29 19:39:16
6.421,4.454,2024-07-29 19:39:16
6.431,4.454,2024-07-29 19:39:17
6.456,4.454,2024-07-29 19:39:17
6.451,4.455,2024-07-29 19:39:18
6.505,4.454,2024-07-29 19:39:18
-8.167,4.454,2024-07-29 19:39:19
-8.200,4.454,2024-07-29 19:39:19
2.174,4.247,2024-07-29 19:50:40
2.213,4.376,2024-07-29 19:50:40
2.279,4.305,2024-07-29 19:50:41
-3.958,4.142,2024-07-29 19:50:41
-4.106,4.260,2024-07-29 19:50:42
-4.370,4.276,2024-07-29 19:50:42
-4.584,4.147,2024-07-29 19:50:43
3.417,4.242,2024-07-29 19:50:43
3.714,4.266,2024-07-29 19:50:44
4.012,4.254,2024-07-29 19:50:44
4.527,4.247,2024-07-29 19:50:45
-6.856,4.258,2024-07-29 19:50:45
-7.362,4.176,2024-07-29 19:50:46
-7.495,4.454,2024-07-29 19:50:46
6.146,4.455,2024-07-29 19:50:47
6.244,4.454,2024-07-29 19:50:47
6.314,4.454,2024-07-29 19:50:48
6.416,4.454,2024-07-29 19:50:48
6.419,4.454,2024-07-29 19:50:49
9.086,4.441,2024-07-29 20:02:09
9.241,4.451,2024-07-29 20:02:10
9.018,4.451,2024-07-29 20:02:10
9.464,4.452,2024-07-29 20:02:11
9.315,4.452,2024-07-29 20:02:11
9.410,4.452,2024-07-29 20:02:12
-10.000,4.455,2024-07-29 20:02:12
-10.000,4.455,2024-07-29 20:02:13
-10.000,4.455,2024-07-29 20:02:13
-9.665,4.454,2024-07-29 20:02:14
-9.172,4.454,2024-07-29 20:02:14
-8.564,4.454,2024-07-29 20:02:15
-8.025,4.453,2024-07-29 20:02:15
-7.457,4.453,2024-07-29 20:02:16
4.866,4.243,2024-07-29 20:02:16
4.140,4.304,2024-07-29 20:02:17
3.602,4.369,2024-07-29 20:02:17
3.007,4.402,2024-07-29 20:02:18
2.405,4.356,2024-07-29 20:02:18
6.037,4.343,2024-07-29 20:13:38
6.538,4.199,2024-07-29 20:13:39
6.749,4.424,2024-07-29 20:13:39
6.925,4.445,2024-07-29 20:13:40
-9.008,4.444,2024-07-29 20:13:40
-9.292,4.455,2024-07-29 20:13:41
7.927,4.384,2024-07-29 20:13:41
7.996,4.414,2024-07-29 20:13:42
8.518,4.372,2024-07-29 20:13:42
8.907,4.444,2024-07-29 20:13:43
-10.000,4.455,2024-07-29 20:13:43
-10.000,4.457,2024-07-29 20:13:44
-10.000,4.457,2024-07-29 20:13:44
-10.000,4.456,2024-07-29 20:13:45
-10.000,4.456,2024-07-29 20:13:45
9.349,4.451,2024-07-29 20:13:46
9.300,4.452,2024-07-29 20:13:46
8.946,4.452,2024-07-29 20:13:47
9.184,4.452,2024-07-29 20:13:47
-10.000,4.457,2024-07-29 20:25:07
-10.000,4.457,2024-07-29 20:25:08
-10.000,4.456,2024-07-29 20:25:08
9.297,4.451,2024-07-29 20:25:09
9.062,4.451,2024-07-29 20:25:09
9.086,4.451,2024-07-29 20:25:10
8.944,4.443,2024-07-29 20:25:10
8.576,4.439,2024-07-29 20:25:11
-9.860,4.434,2024-07-29 20:25:12
-9.666,4.414,2024-07-29 20:25:12
-9.497,4.407,2024-07-29 20:25:13
7.621,4.384,2024-07-29 20:25:13
7.363,4.444,2024-07-29 20:25:14
7.134,4.402,2024-07-29 20:25:14
6.788,4.432,2024-07-29 20:25:15
6.742,4.286,2024-07-29 20:25:15
-8.042,4.345,2024-07-29 20:25:16
-7.743,4.359,2024-07-29 20:25:16
-7.567,4.374,2024-07-29 20:25:17
-9.957,4.455,2024-07-29 20:36:37
-9.786,4.455,2024-07-29 20:36:37
-9.433,4.454,2024-07-29 20:36:38
-9.048,4.454,2024-07-29 20:36:38
-8.583,4.454,2024-07-29 20:36:39
-8.154,4.453,2024-07-29 20:36:39
-7.735,4.454,2024-07-29 20:36:40
5.262,4.390,2024-07-29 20:36:40
4.699,4.298,2024-07-29 20:36:41
3.964,4.244,2024-07-29 20:36:41
-4.890,4.169,2024-07-29 20:36:42
-4.276,4.320,2024-07-29 20:36:42
-3.505,4.043,2024-07-29 20:36:43
-2.699,4.202,2024-07-29 20:36:43
-1.947,4.150,2024-07-29 20:36:44
-0.681,4.090,2024-07-29 20:36:44
-7.493,4.353,2024-07-29 20:36:45
-7.860,4.304,2024-07-29 20:36:45
-8.313,4.364,2024-07-29 20:36:46
6.462,4.122,2024-07-29 20:48:06
7.016,4.200,2024-07-29 20:48:06
7.272,4.435,2024-07-29 20:48:07
7.803,4.400,2024-07-29 20:48:07
-9.825,4.447,2024-07-29 20:48:08
-10.000,4.454,2024-07-29 20:48:08
-10.000,4.456,2024-07-29 20:48:09
9.132,4.451,2024-07-29 20:48:09
9.395,4.452,2024-07-29 20:48:10
-10.000,4.456,2024-07-29 20:48:10
-10.000,4.456,2024-07-29 20:48:11
-10.000,4.456,2024-07-29 20:48:11
-10.000,4.456,2024-07-29 20:48:12
8.705,4.453,2024-07-29 20:48:12
8.396,4.453,2024-07-29 20:48:13
7.842,4.453,2024-07-29 20:48:13
-8.778,4.453,2024-07-29 20:48:14
-8.108,4.453,2024-07-29 20:48:14
-7.486,4.453,2024-07-29 20:48:15
-2.245,4.328,2024-07-29 20:59:35
0.598,4.257,2024-07-29 20:59:36
0.424,4.291,2024-07-29 20:59:36
0.205,4.225,2024-07-29 20:59:37
-0.018,4.285,2024-07-29 20:59:37
-0.505,4.301,2024-07-29 20:59:38
-3.009,4.257,2024-07-29 20:59:38
5.419,4.092,2024-07-29 20:59:39
5.641,4.068,2024-07-29 20:59:39
5.827,4.160,2024-07-29 20:59:40
5.848,4.134,2024-07-29 20:59:40
5.872,4.296,2024-07-29 20:59:41
-7.793,4.403,2024-07-29 20:59:41
-7.986,4.360,2024-07-29 20:59:42
6.535,4.176,2024-07-29 20:59:42
6.460,4.432,2024-07-29 20:59:43
6.923,4.191,2024-07-29 20:59:43
7.084,4.314,2024-07-29 20:59:44
6.972,4.394,2024-07-29 20:59:44
-5.797,4.224,2024-07-29 21:11:04
-6.581,4.231,2024-07-29 21:11:05
-7.238,4.253,2024-07-29 21:11:05
-7.621,4.453,2024-07-29 21:11:06
6.453,4.455,2024-07-29 21:11:06
6.920,4.454,2024-07-29 21:11:07
7.426,4.453,2024-07-29 21:11:07
7.932,4.453,2024-07-29 21:11:08
8.352,4.453,2024-07-29 21:11:08
-10.000,4.455,2024-07-29 21:11:09
-10.000,4.455,2024-07-29 21:11:09
-10.000,4.456,2024-07-29 21:11:10
-10.000,4.456,2024-07-29 21:11:10
9.317,4.452,2024-07-29 21:11:11
9.323,4.451,2024-07-29 21:11:11
9.511,4.451,2024-07-29 21:11:12
-10.000,4.457,2024-07-29 21:11:12
-10.000,4.457,2024-07-29 21:11:13
-10.000,4.441,2024-07-29 21:11:13
-9.624,4.455,2024-07-29 21:22:34
-9.453,4.454,2024-07-29 21:22:34
-9.040,4.454,2024-07-29 21:22:35
-8.581,4.454,2024-07-29 21:22:35
6.572,4.454,2024-07-29 21:22:36
6.181,4.454,2024-07-29 21:22:36
5.784,4.455,2024-07-29 21:22:37
5.146,4.301,2024-07-29 21:22:37
-6.610,4.110,2024-07-29 21:22:38
-6.119,4.140,2024-07-29 21:22:38
-5.246,4.071,2024-07-29 21:22:39
-4.878,4.022,2024-07-29 21:22:39
3.102,4.183,2024-07-29 21:22:40
2.761,4.283,2024-07-29 21:22:40
2.309,4.236,2024-07-29 21:22:41
-3.234,4.108,2024-07-29 21:22:41
-2.749,4.110,2024-07-29 21:22:42
-2.292,4.315,2024-07-29 21:22:42
0.298,4.227,2024-07-29 21:22:43
8.793,4.445,2024-07-29 21:34:03
8.301,4.375,2024-07-29 21:34:04
8.031,4.411,2024-07-29 21:34:04
-9.406,4.455,2024-07-29 21:34:05
-9.077,4.456,2024-07-29 21:34:05
-8.822,4.454,2024-07-29 21:34:06
7.063,4.232,2024-07-29 21:34:06
6.787,4.399,2024-07-29 21:34:07
6.543,4.332,2024-07-29 21:34:07
-7.993,4.429,2024-07-29 21:34:08
-7.846,4.368,2024-07-29 21:34:08
-7.759,4.328,2024-07-29 21:34:09
-7.657,4.357,2024-07-29 21:34:09
5.838,4.084,2024-07-29 21:34:10
5.673,4.233,2024-07-29 21:34:10
5.799,4.178,2024-07-29 21:34:11
5.745,4.126,2024-07-29 21:34:11
5.668,4.236,2024-07-29 21:34:12
5.908,4.133,2024-07-29 21:34:12
-7.422,4.451,2024-07-29 21:45:32
-6.855,4.198,2024-07-29 21:45:33
-6.107,4.045,2024-07-29 21:45:33
-5.111,4.071,2024-07-29 21:45:34
-4.675,4.031,2024-07-29 21:45:34
2.815,4.229,2024-07-29 21:45:35
2.169,4.362,2024-07-29 21:45:35
1.493,4.358,2024-07-29 21:45:36
0.909,4.246,2024-07-29 21:45:36
-1.610,4.053,2024-07-29 21:45:37
1.116,4.024,2024-07-29 21:45:37
-7.381,4.279,2024-07-29 21:45:38
-7.672,4.315,2024-07-29 21:45:38
-7.815,4.403,2024-07-29 21:45:39
-8.110,4.363,2024-07-29 21:45:39
6.809,4.161,2024-07-29 21:45:40
6.904,4.392,2024-07-29 21:45:40
7.193,4.238,2024-07-29 21:45:41
-8.904,4.393,2024-07-29 21:45:41
6.756,4.454,2024-07-29 21:57:02
6.282,4.454,2024-07-29 21:57:02
5.601,4.456,2024-07-29 21:57:03
-6.701,4.232,2024-07-29 21:57:03
-5.555,4.210,2024-07-29 21:57:04
-4.942,4.024,2024-07-29 21:57:04
-4.342,4.290,2024-07-29 21:57:05
2.104,4.366,2024-07-29 21:57:05
1.378,4.293,2024-07-29 21:57:06
0.636,4.366,2024-07-29 21:57:06
-1.003,4.115,2024-07-29 21:57:07
5.514,4.147,2024-07-29 21:57:07
6.024,4.181,2024-07-29 21:57:08
-7.913,4.416,2024-07-29 21:57:08
-8.347,4.270,2024-07-29 21:57:09
-8.670,4.312,2024-07-29 21:57:09
-8.857,4.442,2024-07-29 21:57:10
-9.180,4.421,2024-07-29 21:57:10
7.840,4.351,2024-07-29 21:57:11
-9.237,4.454,2024-07-29 22:08:31
-9.846,4.455,2024-07-29 22:08:32
-10.000,4.455,2024-07-29 22:08:32
9.286,4.451,2024-07-29 22:08:33
9.351,4.452,2024-07-29 22:08:33
9.472,4.452,2024-07-29 22:08:34
9.204,4.451,2024-07-29 22:08:34
-10.000,4.457,2024-07-29 22:08:35
-10.000,4.426,2024-07-29 22:08:35
-9.527,4.437,2024-07-29 22:08:36
7.387,4.291,2024-07-29 22:08:36
6.621,4.388,2024-07-29 22:08:37
5.716,4.222,2024-07-29 22:08:37
-1.267,4.091,2024-07-29 22:08:38
1.223,4.300,2024-07-29 22:08:38
2.344,4.247,2024-07-29 22:08:39
3.193,4.372,2024-07-29 22:08:39
3.889,4.370,2024-07-29 22:08:40
-6.632,4.077,2024-07-29 22:08:40
-9.022,4.454,2024-07-29 22:20:00
-10.000,4.454,2024-07-29 22:20:01
9.324,4.453,2024-07-29 22:20:01
9.352,4.452,2024-07-29 22:20:02
9.603,4.451,2024-07-29 22:20:02
9.350,4.451,2024-07-29 22:20:03
-10.000,4.443,2024-07-29 22:20:03
-9.439,4.369,2024-07-29 22:20:04
-8.809,4.456,2024-07-29 22:20:05
-7.984,4.402,2024-07-29 22:20:05
-7.351,4.351,2024-07-29 22:20:06
0.523,4.283,2024-07-29 22:20:06
-3.155,4.174,2024-07-29 22:20:07
-4.224,4.281,2024-07-29 22:20:07
-5.013,4.196,2024-07-29 22:20:08
-6.438,4.237,2024-07-29 22:20:08
-7.229,4.085,2024-07-29 22:20:09
6.141,4.454,2024-07-29 22:20:09
6.699,4.455,2024-07-29 22:20:10
6.838,4.266,2024-07-29 22:31:30
6.966,4.349,2024-07-29 22:31:30
7.277,4.217,2024-07-29 22:31:31
-8.957,4.339,2024-07-29 22:31:31
-9.116,4.391,2024-07-29 22:31:32
7.618,4.427,2024-07-29 22:31:32
7.714,4.414,2024-07-29 22:31:33
7.935,4.429,2024-07-29 22:31:33
8.267,4.443,2024-07-29 22:31:34
-10.000,4.447,2024-07-29 22:31:34
-10.000,4.448,2024-07-29 22:31:35
-10.000,4.457,2024-07-29 22:31:35
9.498,4.451,2024-07-29 22:31:36
9.524,4.451,2024-07-29 22:31:36
9.169,4.452,2024-07-29 22:31:37
9.491,4.451,2024-07-29 22:31:37
-10.000,4.456,2024-07-29 22:31:38
-10.000,4.455,2024-07-29 22:31:38
-10.000,4.456,2024-07-29 22:31:39
-9.263,4.404,2024-07-29 22:42:59
-9.810,4.447,2024-07-29 22:43:00
-10.000,4.457,2024-07-29 22:43:00
9.256,4.451,2024-07-29 22:43:01
9.623,4.451,2024-07-29 22:43:01
9.490,4.451,2024-07-29 22:43:02
-10.000,4.456,2024-07-29 22:43:02
-10.000,4.455,2024-07-29 22:43:03
-9.233,4.454,2024-07-29 22:43:03
6.327,4.454,2024-07-29 22:43:04
4.703,4.390,2024-07-29 22:43:04
3.150,4.413,2024-07-29 22:43:05
-2.798,4.238,2024-07-29 22:43:05
4.023,4.131,2024-07-29 22:43:06
6.523,4.326,2024-07-29 22:43:06
7.470,4.423,2024-07-29 22:43:07
-9.830,4.443,2024-07-29 22:43:07
-10.000,4.457,2024-07-29 22:43:08
-10.000,4.456,2024-07-29 22:43:08
1.570,4.373,2024-07-29 22:54:29
1.227,4.313,2024-07-29 22:54:29
0.913,4.309,2024-07-29 22:54:30
0.610,4.333,2024-07-29 22:54:30
-1.689,4.202,2024-07-29 22:54:31
-1.344,4.122,2024-07-29 22:54:31
-0.850,4.091,2024-07-29 22:54:32
-4.196,4.292,2024-07-29 22:54:32
-7.243,4.280,2024-07-29 22:54:33
-7.332,4.331,2024-07-29 22:54:33
-7.434,4.334,2024-07-29 22:54:34
5.667,4.253,2024-07-29 22:54:34
6.008,4.167,2024-07-29 22:54:35
5.934,4.277,2024-07-29 22:54:35
-7.838,4.302,2024-07-29 22:54:36
-7.978,4.364,2024-07-29 22:54:36
-8.064,4.404,2024-07-29 22:54:37
6.750,4.144,2024-07-29 22:54:37
6.765,4.274,2024-07-29 22:54:38
-7.483,4.316,2024-07-29 23:05:59
-3.348,4.259,2024-07-29 23:05:59
0.348,4.281,2024-07-29 23:06:00
1.147,4.273,2024-07-29 23:06:00
1.875,4.275,2024-07-29 23:06:01
2.620,4.394,2024-07-29 23:06:01
-4.633,4.172,2024-07-29 23:06:02
-5.120,4.086,2024-07-29 23:06:02
-5.988,4.196,2024-07-29 23:06:03
4.763,4.363,2024-07-29 23:06:03
5.264,4.281,2024-07-29 23:06:04
5.930,4.455,2024-07-29 23:06:04
6.324,4.454,2024-07-29 23:06:05
-8.279,4.454,2024-07-29 23:06:05
-8.626,4.454,2024-07-29 23:06:06
-8.887,4.454,2024-07-29 23:06:06
7.593,4.453,2024-07-29 23:06:07
7.822,4.453,2024-07-29 23:06:07
8.033,4.453,2024-07-29 23:06:08
-10.000,4.457,2024-07-29 23:17:28
-10.000,4.457,2024-07-29 23:17:29
-10.000,4.457,2024-07-29 23:17:29
-10.000,4.457,2024-07-29 23:17:30
9.385,4.452,2024-07-29 23:17:30
9.295,4.451,2024-07-29 23:17:31
9.490,4.452,2024-07-29 23:17:31
-10.000,4.457,2024-07-29 23:17:32
-10.000,4.456,2024-07-29 23:17:32
-10.000,4.456,2024-07-29 23:17:33
-10.000,4.456,2024-07-29 23:17:33
9.397,4.452,2024-07-29 23:17:34
9.244,4.452,2024-07-29 23:17:34
9.208,4.452,2024-07-29 23:17:35
9.344,4.452,2024-07-29 23:17:35
-10.000,4.456,2024-07-29 23:17:36
-10.000,4.455,2024-07-29 23:17:36
-10.000,4.456,2024-07-29 23:17:37
-10.000,4.455,2024-07-29 23:17:37
-3.337,4.198,2024-07-29 23:28:58
-2.284,4.311,2024-07-29 23:28:59
-0.817,4.114,2024-07-29 23:28:59
5.747,4.183,2024-07-29 23:29:00
-8.067,4.411,2024-07-29 23:29:00
-8.683,4.325,2024-07-29 23:29:01
-9.132,4.442,2024-07-29 23:29:01
7.933,4.346,2024-07-29 23:29:02
8.417,4.398,2024-07-29 23:29:02
9.052,4.447,2024-07-29 23:29:03
9.170,4.451,2024-07-29 23:29:03
-10.000,4.457,2024-07-29 23:29:04
-10.000,4.457,2024-07-29 23:29:04
-10.000,4.456,2024-07-29 23:29:05
-10.000,4.456,2024-07-29 23:29:05
9.408,4.452,2024-07-29 23:29:06
9.345,4.452,2024-07-29 23:29:06
8.643,4.452,2024-07-29 23:29:07
8.288,4.453,2024-07-29 23:29:07
9.237,4.452,2024-07-29 23:40:28
9.427,4.451,2024-07-29 23:40:29
9.511,4.451,2024-07-29 23:40:29
9.214,4.451,2024-07-29 23:40:30
-10.000,4.446,2024-07-29 23:40:30
-10.000,4.446,2024-07-29 23:40:31
-9.562,4.451,2024-07-29 23:40:31
-9.185,4.447,2024-07-29 23:40:32
-8.642,4.447,2024-07-29 23:40:32
-7.987,4.411,2024-07-29 23:40:33
5.697,4.190,2024-07-29 23:40:33
-1.665,4.160,2024-07-29 23:40:34
-2.892,4.164,2024-07-29 23:40:34
2.746,4.345,2024-07-29 23:40:35
3.651,4.306,2024-07-29 23:40:35
4.740,4.362,2024-07-29 23:40:36
-7.533,4.453,2024-07-29 23:40:36
-8.230,4.454,2024-07-29 23:40:37
-8.961,4.454,2024-07-29 23:40:37
-9.349,4.452,2024-07-29 23:51:57
-10.000,4.437,2024-07-29 23:51:58
-10.000,4.457,2024-07-29 23:51:58
-10.000,4.457,2024-07-29 23:51:59
9.310,4.451,2024-07-29 23:51:59
9.023,4.451,2024-07-29 23:52:00
8.732,4.452,2024-07-29 23:52:00
-9.822,4.455,2024-07-29 23:52:01
-8.941,4.455,2024-07-29 23:52:01
-8.011,4.454,2024-07-29 23:52:02
5.257,4.312,2024-07-29 23:52:02
4.250,4.244,2024-07-29 23:52:03
3.357,4.175,2024-07-29 23:52:03
-4.085,4.034,2024-07-29 23:52:04
-3.148,4.092,2024-07-29 23:52:04
-2.317,4.284,2024-07-29 23:52:05
-1.364,4.132,2024-07-29 23:52:05
5.515,4.136,2024-07-29 23:52:06
